name,ra,dec,wavelength,receiver,flux_jy,usable_configs,usable_A,usable_B,usable_C,usable_D,cfg_A,cfg_B,cfg_C,cfg_D
0925+003,09h25m07.815028s,"00d19'13.933410""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
0925+003,09h25m07.815028s,"00d19'13.933410""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
0927+390,09h27m03.013916s,"39d02'20.851950""",6cm,C,7.6,"A,B",True,True,False,False,P,P,S,S
0927+390,09h27m03.013916s,"39d02'20.851950""",3.7cm,X,7.2,"A,B,C,D",True,True,True,True,P,P,P,P
0927+390,09h27m03.013916s,"39d02'20.851950""",2cm,U,6.6,"A,B,C,D",True,True,True,True,P,P,P,P
0927-205,09h27m51.824323s,"-20d34'51.232660""",6cm,C,0.9,"A,B",True,True,False,False,P,P,X,X
0943-083,09h43m36.944364s,"-08d19'30.812400""",20cm,L,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
0943-083,09h43m36.944364s,"-08d19'30.812400""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
0943-083,09h43m36.944364s,"-08d19'30.812400""",3.7cm,X,0.68,"B,C,D",False,True,True,True,S,P,P,P
0948+406,09h48m55.338145s,"40d39'44.587190""",6cm,C,1.0,"A,B",True,True,False,False,P,P,S,S
0948+406,09h48m55.338145s,"40d39'44.587190""",3.7cm,X,1.1,A,True,False,False,False,P,S,S,S
0949+662,09h49m12.2100s,"66d14'59.321""",20cm,L,2.2,D,False,False,False,True,X,X,S,P
0954+745,09h54m47.442098s,"74d35'57.145440""",20cm,L,1.17,A,True,False,False,False,P,S,X,X
0954+177,09h54m56.823626s,"17d43'31.222420""",20cm,L,1.1,A,True,False,False,False,P,X,X,X
0954+177,09h54m56.823626s,"17d43'31.222420""",3.7cm,X,0.61,"A,B,C,D",True,True,True,True,P,P,P,P
0956+252,09h56m49.875361s,"25d15'16.049770""",20cm,L,0.9,"A,B",True,True,False,False,P,P,S,X
0956+252,09h56m49.875361s,"25d15'16.049770""",6cm,C,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
0956+252,09h56m49.875361s,"25d15'16.049770""",3.7cm,X,2.08,"A,B,C,D",True,True,True,True,P,P,P,P
0958+474,09h58m19.671648s,"47d25'07.842500""",3.7cm,X,0.84,"A,B,C,D",True,True,True,True,P,P,P,P
0958+655,09h58m47.245101s,"65d33'54.818060""",3.7cm,X,0.55,"A,B,C,D",True,True,True,True,P,P,P,P
1006+349,10h06m01.7500s,"34d54'10.400""",20cm,L,3.26,"C,D",False,False,True,True,X,S,P,P
1008+075,10h08m00.0160s,"07d30'16.552""",20cm,L,6.63,D,False,False,False,True,X,X,S,P
1010+828,10h10m15.783046s,"82d50'14.384080""",6cm,C,0.76,"A,B,C",True,True,True,False,P,P,P,S
1011+064,10h11m00.3600s,"06d24'40.200""",20cm,L,2.9,D,False,False,False,True,X,X,S,P
1013+248,10h13m53.428737s,"24d49'16.441100""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1013+248,10h13m53.428737s,"24d49'16.441100""",3.7cm,X,1.05,"A,B,C,D",True,True,True,True,P,P,P,P
1013+248,10h13m53.428737s,"24d49'16.441100""",2cm,U,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1014+230,10h14m47.065445s,"23d01'16.570910""",6cm,C,1.3,A,True,False,False,False,P,S,X,X
1016+206,10h16m44.322063s,"20d37'47.305260""",6cm,C,0.72,"A,B",True,True,False,False,P,P,S,S
1016+206,10h16m44.322063s,"20d37'47.305260""",3.7cm,X,1.05,"A,B,C,D",True,True,True,True,P,P,P,P
1018-317,10h18m09.2675s,"-31d44'13.983""",20cm,L,3.7,"C,D",False,False,True,True,X,S,P,P
1018-317,10h18m09.2675s,"-31d44'13.983""",6cm,C,1.4,"C,D",False,False,True,True,X,S,P,P
1018-317,10h18m09.2675s,"-31d44'13.983""",3.7cm,X,0.85,D,False,False,False,True,X,X,S,P
1018+357,10h18m10.988079s,"35d42'39.441310""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1018+357,10h18m10.988079s,"35d42'39.441310""",3.7cm,X,0.64,"A,B,C,D",True,True,True,True,P,P,P,P
1024-008,10h24m29.586611s,"-00d52'55.497850""",20cm,L,1.0,A,True,False,False,False,P,S,S,X
1024-008,10h24m29.586611s,"-00d52'55.497850""",3.7cm,X,0.55,"A,B,C,D",True,True,True,True,P,P,P,P
1033+412,10h33m03.707841s,"41d16'06.232970""",20cm,L,0.6,A,True,False,False,False,P,S,X,X
1033+412,10h33m03.707841s,"41d16'06.232970""",3.7cm,X,0.84,"A,B",True,True,False,False,P,P,S,S
1033+395,10h33m22.060988s,"39d35'51.083370""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
1035-201,10h35m02.155274s,"-20d11'34.359750""",3.7cm,X,1.58,"A,B,C,D",True,True,True,True,P,P,P,P
1035+564,10h35m07.0399s,"56d28'46.792""",20cm,L,1.85,"A,B,C",True,True,True,False,P,P,P,S
1035+564,10h35m07.0399s,"56d28'46.792""",6cm,C,1.22,"A,B,C,D",True,True,True,True,P,P,P,P
1035+564,10h35m07.0399s,"56d28'46.792""",3.7cm,X,0.8,"B,C,D",False,True,True,True,S,P,P,P
1037-295,10h37m16.079734s,"-29d34'02.813220""",20cm,L,1.0,A,True,False,False,False,P,S,X,X
1037-295,10h37m16.079734s,"-29d34'02.813220""",6cm,C,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1037-295,10h37m16.079734s,"-29d34'02.813220""",3.7cm,X,1.9,"A,B,C,D",True,True,True,True,P,P,P,P
1037-295,10h37m16.079734s,"-29d34'02.813220""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1039-156,10h39m06.705086s,"-15d41'06.691840""",3.7cm,X,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1041+061,10h41m17.162504s,"06d10'16.923780""",3.7cm,X,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1044+809,10h44m23.062554s,"80d54'39.443030""",6cm,C,0.8,"A,B,C",True,True,True,False,P,P,P,S
1044+809,10h44m23.062554s,"80d54'39.443030""",3.7cm,X,1.03,"A,B,C,D",True,True,True,True,P,P,P,P
1048-191,10h48m06.620606s,"-19d09'35.726950""",6cm,C,0.9,A,True,False,False,False,P,S,X,X
1048-191,10h48m06.620606s,"-19d09'35.726950""",3.7cm,X,0.87,"A,B",True,True,False,False,P,P,S,X
1048-191,10h48m06.620606s,"-19d09'35.726950""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1048+717,10h48m27.619917s,"71d43'35.938280""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1048+717,10h48m27.619917s,"71d43'35.938280""",3.7cm,X,1.95,"A,B,C,D",True,True,True,True,P,P,P,P
1048+717,10h48m27.619917s,"71d43'35.938280""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1051-316,10h51m04.777538s,"-31d38'14.307410""",3.7cm,X,0.77,"A,B,C,D",True,True,True,True,P,P,P,P
1051+213,10h51m48.789073s,"21d19'52.314110""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1051+213,10h51m48.789073s,"21d19'52.314110""",3.7cm,X,1.03,"A,B,C,D",True,True,True,True,P,P,P,P
1056+701,10h56m53.617492s,"70d11'45.915850""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1056+701,10h56m53.617492s,"70d11'45.915850""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1057-245,10h57m55.410047s,"-24d33'48.871750""",20cm,L,1.0,"B,C",False,True,True,False,S,P,P,S
1058+812,10h58m11.535365s,"81d14'32.675210""",3.7cm,X,0.57,"A,B,C,D",True,True,True,True,P,P,P,P
1058+015,10h58m29.605209s,"01d33'58.823720""",6cm,C,3.2,"A,B,C,D",True,True,True,True,P,P,P,P
1058+015,10h58m29.605209s,"01d33'58.823720""",3.7cm,X,3.75,"A,B,C,D",True,True,True,True,P,P,P,P
1058+015,10h58m29.605209s,"01d33'58.823720""",2cm,U,4.0,"A,B,C,D",True,True,True,True,P,P,P,P
1102+279,11h02m14.288458s,"27d57'08.689940""",6cm,C,0.68,"A,B,C,D",True,True,True,True,P,P,P,P
1107-448,11h07m08.694135s,"-44d49'07.618440""",20cm,L,2.2,"A,B,C",True,True,True,False,P,P,P,S
1107-448,11h07m08.694135s,"-44d49'07.618440""",6cm,C,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
1107-448,11h07m08.694135s,"-44d49'07.618440""",3.7cm,X,2.85,"A,B,C,D",True,True,True,True,P,P,P,P
1109+377,11h09m28.8718s,"37d44'30.924""",3.7cm,X,0.6,"C,D",False,False,True,True,X,X,P,P
1111+199,11h11m20.065806s,"19d55'36.001090""",20cm,L,1.3,"A,B",True,True,False,False,P,P,S,S
1112-219,11h12m49.848703s,"-21d58'29.351860""",20cm,L,1.43,"A,B",True,True,False,False,P,P,S,X
1112-219,11h12m49.848703s,"-21d58'29.351860""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1113+147,11h13m58.695097s,"14d42'26.952620""",3.7cm,X,0.54,A,True,False,False,False,P,S,X,
1119-030,11h19m25.3000s,"-03d02'51.320""",20cm,L,1.6,"B,C,D",False,True,True,True,X,P,P,P
1120-251,11h20m09.120788s,"-25d08'07.608300""",20cm,L,1.7,"B,C",False,True,True,False,S,P,P,S
1120+143,11h20m27.807267s,"14d20'54.991600""",20cm,L,2.42,"A,B,C,D",True,True,True,True,P,P,P,P
1120+143,11h20m27.807267s,"14d20'54.991600""",6cm,C,1.1,"B,C,D",False,True,True,True,S,P,P,P
1120+143,11h20m27.807267s,"14d20'54.991600""",3.7cm,X,0.66,"B,C,D",False,True,True,True,S,P,P,P
1122+180,11h22m29.711471s,"18d05'26.343400""",6cm,C,0.7,"A,B",True,True,False,False,P,P,S,X
1122+180,11h22m29.711471s,"18d05'26.343400""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
1125+261,11h25m53.711925s,"26d10'19.978680""",20cm,L,1.0,"A,B,C",True,True,True,False,P,P,P,S
1125+261,11h25m53.711925s,"26d10'19.978680""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1125+261,11h25m53.711925s,"26d10'19.978680""",3.7cm,X,1.42,"A,B,C,D",True,True,True,True,P,P,P,P
1127-189,11h27m04.392448s,"-18d57'17.441660""",6cm,C,1.95,"A,B,C,D",True,True,True,True,P,P,P,P
1127-189,11h27m04.392448s,"-18d57'17.441660""",3.7cm,X,1.9,"A,B,C,D",True,True,True,True,P,P,P,P
1127-189,11h27m04.392448s,"-18d57'17.441660""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1130-148,11h30m07.052580s,"-14d49'27.388160""",20cm,L,5.33,"A,B,C,D",True,True,True,True,P,P,P,P
1130-148,11h30m07.052580s,"-14d49'27.388160""",6cm,C,4.6,"A,B,C,D",True,True,True,True,P,P,P,P
1130-148,11h30m07.052580s,"-14d49'27.388160""",3.7cm,X,3.06,"A,B,C,D",True,True,True,True,P,P,P,P
1130-148,11h30m07.052580s,"-14d49'27.388160""",2cm,U,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1130+382,11h30m53.282612s,"38d15'18.547070""",20cm,L,0.84,"A,B",True,True,False,False,P,P,S,X
1130+382,11h30m53.282612s,"38d15'18.547070""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1130+382,11h30m53.282612s,"38d15'18.547070""",3.7cm,X,0.72,"A,B,C,D",True,True,True,True,P,P,P,P
1130+382,11h30m53.282612s,"38d15'18.547070""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1131-050,11h31m30.516732s,"-05d00'19.657360""",3.7cm,X,0.6,"B,C,D",False,True,True,True,S,P,P,P
1145-228,11h45m22.046820s,"-22d50'31.342980""",3.7cm,X,0.78,"A,B,C,D",True,True,True,True,P,P,P,P
1146-247,11h46m08.103374s,"-24d47'32.896810""",20cm,L,1.3,"A,B,C",True,True,True,False,P,P,P,S
1146-247,11h46m08.103374s,"-24d47'32.896810""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1146-247,11h46m08.103374s,"-24d47'32.896810""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1146-289,11h46m26.188639s,"-28d59'18.504680""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1146+399,11h46m58.297907s,"39d58'34.304610""",20cm,L,1.1,"A,B",True,True,False,False,P,P,S,S
1146+399,11h46m58.297907s,"39d58'34.304610""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1146+399,11h46m58.297907s,"39d58'34.304610""",3.7cm,X,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1146+399,11h46m58.297907s,"39d58'34.304610""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1147-382,11h47m01.370704s,"-38d12'11.023530""",20cm,L,1.44,"A,B",True,True,False,False,P,P,S,X
1147-382,11h47m01.370704s,"-38d12'11.023530""",6cm,C,4.7,"A,B,C,D",True,True,True,True,P,P,P,P
1147-382,11h47m01.370704s,"-38d12'11.023530""",3.7cm,X,2.61,"A,B,C,D",True,True,True,True,P,P,P,P
1147-382,11h47m01.370704s,"-38d12'11.023530""",2cm,U,3.5,"A,B",True,True,False,False,P,P,S,S
1147-074,11h47m51.554036s,"-07d24'41.141090""",20cm,L,1.0,"A,B",True,True,False,False,P,P,S,X
1147-074,11h47m51.554036s,"-07d24'41.141090""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1147-074,11h47m51.554036s,"-07d24'41.141090""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1150+242,11h50m19.212173s,"24d17'53.835030""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1150+242,11h50m19.212173s,"24d17'53.835030""",3.7cm,X,0.78,"A,B,C,D",True,True,True,True,P,P,P,P
1150-003,11h50m43.870761s,"-00d23'54.204900""",20cm,L,2.8,"A,B,C,D",True,True,True,True,P,P,P,P
1150-003,11h50m43.870761s,"-00d23'54.204900""",6cm,C,1.92,"A,B,C,D",True,True,True,True,P,P,P,P
1150-003,11h50m43.870761s,"-00d23'54.204900""",3.7cm,X,1.25,"A,B,C,D",True,True,True,True,P,P,P,P
1150-003,11h50m43.870761s,"-00d23'54.204900""",2cm,U,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1153+809,11h53m12.499130s,"80d58'29.154510""",20cm,L,1.4,"A,B",True,True,False,False,P,P,X,X
1153+809,11h53m12.499130s,"80d58'29.154510""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1153+809,11h53m12.499130s,"80d58'29.154510""",3.7cm,X,1.45,"A,B,C,D",True,True,True,True,P,P,P,P
1153+809,11h53m12.499130s,"80d58'29.154510""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1153+495,11h53m24.466626s,"49d31'08.830140""",2cm,U,1.22,"A,B",True,True,False,False,P,P,S,S
1154-350,11h54m21.7949s,"-35d05'28.992""",20cm,L,5.0,"A,B",True,True,False,False,P,P,S,S
1154-350,11h54m21.7949s,"-35d05'28.992""",6cm,C,2.7,"C,D",False,False,True,True,X,S,P,P
1154-350,11h54m21.7949s,"-35d05'28.992""",3.7cm,X,1.65,"C,D",False,False,True,True,X,S,P,P
1156+314,11h56m18.7321s,"31d28'04.305""",20cm,L,3.0,"C,D",False,False,True,True,X,X,P,P
1158+248,11h58m25.787505s,"24d50'17.963690""",20cm,L,1.1,"A,B",True,True,False,False,P,P,S,X
1158+248,11h58m25.787505s,"24d50'17.963690""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1158+248,11h58m25.787505s,"24d50'17.963690""",3.7cm,X,0.76,"A,B,C,D",True,True,True,True,P,P,P,P
1159+292,11h59m31.833911s,"29d14'43.826940""",6cm,C,1.6,A,True,False,False,False,P,S,X,X
1159+292,11h59m31.833911s,"29d14'43.826940""",2cm,U,1.3,"A,B",True,True,False,False,P,P,S,S
1159-218,11h59m51.906135s,"-21d48'53.707610""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1159-218,11h59m51.906135s,"-21d48'53.707610""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
1206+642,12h06m24.6868s,"64d13'37.340""",20cm,L,3.6,D,False,False,False,True,X,X,S,P
1207+279,12h07m27.900475s,"27d54'58.849970""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
1209-241,12h09m02.445128s,"-24d06'20.759560""",3.7cm,X,0.62,"A,B,C,D",True,True,True,True,P,P,P,P
1209-241,12h09m02.445128s,"-24d06'20.759560""",2cm,U,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1209-322,12h09m40.0563s,"-32d14'52.837""",3.7cm,X,0.73,"A,B,C,D",True,True,True,True,P,P,P,P
1215+348,12h15m55.601049s,"34d48'15.220530""",20cm,L,1.5,"A,B",True,True,False,False,P,P,S,X
1215+348,12h15m55.601049s,"34d48'15.220530""",6cm,C,0.9,"A,B,C",True,True,True,False,P,P,P,X
1215+348,12h15m55.601049s,"34d48'15.220530""",3.7cm,X,0.75,"B,C,D",False,True,True,True,S,P,P,P
1218-460,12h18m06.251883s,"-46d00'29.007010""",20cm,L,4.6,"C,D",False,False,True,True,X,X,P,P
1219+484,12h19m06.414733s,"48d29'56.164970""",20cm,L,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1219+484,12h19m06.414733s,"48d29'56.164970""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1219+484,12h19m06.414733s,"48d29'56.164970""",3.7cm,X,0.82,"A,B,C,D",True,True,True,True,P,P,P,P
1221+282,12h21m31.690515s,"28d13'58.500260""",20cm,L,0.86,"A,B,C,D",True,True,True,True,P,P,P,P
1221+282,12h21m31.690515s,"28d13'58.500260""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1221+282,12h21m31.690515s,"28d13'58.500260""",3.7cm,X,0.88,"A,B,C,D",True,True,True,True,P,P,P,P
1224+035,12h24m52.421938s,"03d30'50.292910""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1224+035,12h24m52.421938s,"03d30'50.292910""",3.7cm,X,1.04,"A,B,C,D",True,True,True,True,P,P,P,P
1224+035,12h24m52.421938s,"03d30'50.292910""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1224+213,12h24m54.458387s,"21d22'46.388610""",6cm,C,1.3,"B,C",False,True,True,False,,P,P,
1224+213,12h24m54.458387s,"21d22'46.388610""",3.7cm,X,1.2,"B,C",False,True,True,False,,P,P,
1224+213,12h24m54.458387s,"21d22'46.388610""",2cm,U,1.3,"A,B",True,True,False,False,P,P,S,X
1224+213,12h24m54.458387s,"21d22'46.388610""",1.3cm,K,0.9,"A,B,C",True,True,True,False,P,P,P,
1227+365,12h27m58.725446s,"36d35'11.827350""",20cm,L,2.1,"A,B,C,D",True,True,True,True,P,P,P,P
1227+365,12h27m58.725446s,"36d35'11.827350""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1239+075,12h39m24.588312s,"07d30'17.189090""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1239+075,12h39m24.588312s,"07d30'17.189090""",3.7cm,X,0.64,"A,B,C,D",True,True,True,True,P,P,P,P
1239-103,12h39m43.061498s,"-10d23'28.692800""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1239-103,12h39m43.061498s,"-10d23'28.692800""",3.7cm,X,1.14,"A,B,C,D",True,True,True,True,P,P,P,P
1246-075,12h46m04.232113s,"-07d30'46.574500""",20cm,L,0.8,"A,B,C",True,True,True,False,P,P,P,S
1246-075,12h46m04.232113s,"-07d30'46.574500""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1246-075,12h46m04.232113s,"-07d30'46.574500""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
1246-075,12h46m04.232113s,"-07d30'46.574500""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1246-257,12h46m46.802040s,"-25d47'49.288830""",3.7cm,X,1.27,"A,B",True,True,False,False,P,P,S,X
1246-257,12h46m46.802040s,"-25d47'49.288830""",2cm,U,2.2,"A,B,C,D",True,True,True,True,P,P,P,P
1248-199,12h48m23.898197s,"-19d59'18.587620""",20cm,L,5.25,"A,B,C,D",True,True,True,True,P,P,P,P
1248-199,12h48m23.898197s,"-19d59'18.587620""",6cm,C,2.4,"B,C,D",False,True,True,True,S,P,P,P
1248-199,12h48m23.898197s,"-19d59'18.587620""",3.7cm,X,1.52,"C,D",False,False,True,True,X,S,P,P
1248-199,12h48m23.898197s,"-19d59'18.587620""",2cm,U,1.0,"C,D",False,False,True,True,X,X,P,P
1254+116,12h54m38.255601s,"11d41'05.895070""",20cm,L,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1254+116,12h54m38.255601s,"11d41'05.895070""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1257-319,12h57m59.060804s,"-31d55'16.851850""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1257-319,12h57m59.060804s,"-31d55'16.851850""",3.7cm,X,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1258-223,12h58m54.478780s,"-22d19'31.125450""",6cm,C,0.8,"A,B",True,True,False,False,P,P,S,S
1258-223,12h58m54.478780s,"-22d19'31.125450""",3.7cm,X,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1305-105,13h05m33.015026s,"-10d33'19.428210""",6cm,C,0.8,"A,B",True,True,False,False,P,P,S,S
1305-105,13h05m33.015026s,"-10d33'19.428210""",3.7cm,X,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
1305-105,13h05m33.015026s,"-10d33'19.428210""",2cm,U,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1308+357,13h08m23.6987s,"35d46'37.246""",3.7cm,X,0.52,"A,B,C,D",True,True,True,True,P,P,P,P
1309+119,13h09m33.932431s,"11d54'24.552420""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1309+119,13h09m33.932431s,"11d54'24.552420""",3.7cm,X,0.73,"A,B,C,D",True,True,True,True,P,P,P,P
1310+323,13h10m28.663845s,"32d20'43.782950""",20cm,L,2.1,"A,B",True,True,False,False,P,P,S,X
1310+323,13h10m28.663845s,"32d20'43.782950""",6cm,C,3.5,"A,B,C,D",True,True,True,True,P,P,P,P
1310+323,13h10m28.663845s,"32d20'43.782950""",3.7cm,X,4.13,"A,B,C,D",True,True,True,True,P,P,P,P
1310+323,13h10m28.663845s,"32d20'43.782950""",2cm,U,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1310+323,13h10m28.663845s,"32d20'43.782950""",1.3cm,K,3.34,"A,B,C,D",True,True,True,True,P,P,P,P
1311-222,13h11m39.3347s,"-22d16'41.748""",20cm,L,5.3,D,False,False,False,True,X,X,S,P
1313+675,13h13m27.9848s,"67d35'50.376""",20cm,L,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
1313+675,13h13m27.9848s,"67d35'50.376""",6cm,C,0.9,"B,C,D",False,True,True,True,S,P,P,P
1313+675,13h13m27.9848s,"67d35'50.376""",3.7cm,X,0.6,"C,D",False,False,True,True,X,S,P,P
1313+549,13h13m37.852959s,"54d58'23.894700""",20cm,L,1.31,"A,B",True,True,False,False,P,P,S,X
1316-336,13h16m07.985939s,"-33d38'59.172500""",20cm,L,1.6,"A,B,C",True,True,True,False,P,P,P,S
1316-336,13h16m07.985939s,"-33d38'59.172500""",6cm,C,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1316-336,13h16m07.985939s,"-33d38'59.172500""",3.7cm,X,1.12,"A,B,C,D",True,True,True,True,P,P,P,P
1316-336,13h16m07.985939s,"-33d38'59.172500""",2cm,U,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1323-448,13h23m04.246182s,"-44d52'33.853400""",20cm,L,3.0,"A,B,C,D",True,True,True,True,P,P,P,P
1323-448,13h23m04.246182s,"-44d52'33.853400""",6cm,C,1.1,"B,C,D",False,True,True,True,S,P,P,P
1323-448,13h23m04.246182s,"-44d52'33.853400""",3.7cm,X,0.6,"C,D",False,False,True,True,X,S,P,P
1323+797,13h23m51.569786s,"79d42'51.847060""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
1326+319,13h26m16.512212s,"31d54'09.515380""",20cm,L,4.8,A,True,False,False,False,P,S,S,X
1326+319,13h26m16.512212s,"31d54'09.515380""",6cm,C,2.4,"B,C,D",False,True,True,True,S,P,P,P
1326+319,13h26m16.512212s,"31d54'09.515380""",3.7cm,X,1.6,"C,D",False,False,True,True,X,S,P,P
1327+221,13h27m00.861311s,"22d10'50.163060""",20cm,L,1.02,"A,B",True,True,False,False,P,P,S,X
1327+221,13h27m00.861311s,"22d10'50.163060""",6cm,C,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
1327+221,13h27m00.861311s,"22d10'50.163060""",3.7cm,X,1.77,"A,B,C,D",True,True,True,True,P,P,P,P
1327+221,13h27m00.861311s,"22d10'50.163060""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1327+221,13h27m00.861311s,"22d10'50.163060""",1.3cm,K,1.47,"A,B,C,D",True,True,True,True,P,P,P,P
1329+319,13h29m52.864930s,"31d54'11.055010""",2cm,U,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1330+251,13h30m37.6892s,"25d09'10.978""",20cm,L,6.8,"A,B,C,D",True,True,True,True,P,P,P,P
1330+251,13h30m37.6892s,"25d09'10.978""",6cm,C,3.3,"C,D",False,False,True,True,X,S,P,P
1330+251,13h30m37.6892s,"25d09'10.978""",3.7cm,X,2.2,"C,D",False,False,True,True,X,S,P,P
1330+251,13h30m37.6892s,"25d09'10.978""",2cm,U,1.6,D,False,False,False,True,X,X,S,P
1331+305,13h31m08.287984s,"30d30'32.958850""",20cm,L,15.0,"C,D",False,False,True,True,S,S,P,P
1331+305,13h31m08.287984s,"30d30'32.958850""",6cm,C,7.47,D,False,False,False,True,S,S,S,P
1331+305,13h31m08.287984s,"30d30'32.958850""",3.7cm,X,5.23,"B,C,D",False,True,True,True,S,P,P,P
1331+305,13h31m08.287984s,"30d30'32.958850""",1.3cm,K,2.59,D,False,False,False,True,X,S,S,P
1331+305,13h31m08.287984s,"30d30'32.958850""",0.7cm,Q,1.45,"C,D",False,False,True,True,X,S,P,P
1335+457,13h35m21.962238s,"45d42'38.231340""",3.7cm,X,0.57,"A,B,C,D",True,True,True,True,P,P,P,P
1335+587,13h35m25.928464s,"58d44'00.291200""",3.7cm,X,0.67,"A,B,C,D",True,True,True,True,P,P,P,P
1339-263,13h39m19.890748s,"-26d20'30.495900""",3.7cm,X,0.71,"A,B,C,D",True,True,True,True,P,P,P,P
1347+122,13h47m33.361645s,"12d17'24.238900""",20cm,L,5.2,"A,B,C,D",True,True,True,True,P,P,P,P
1347+122,13h47m33.361645s,"12d17'24.238900""",6cm,C,2.9,"B,C,D",False,True,True,True,S,P,P,P
1347+122,13h47m33.361645s,"12d17'24.238900""",3.7cm,X,2.3,"C,D",False,False,True,True,X,S,P,P
1347+122,13h47m33.361645s,"12d17'24.238900""",2cm,U,1.6,D,False,False,False,True,X,X,S,P
1349+536,13h49m34.656623s,"53d41'17.040280""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
